Word	Simplified	Traditional	Pinyin	Yale (provisional)	IPA
Nehru	尼赫鲁	尼赫魯	Níhèlǔ	Nèih-hāk-lóuh	
Nehum	尼宏	尼宏	Níhóng	Nèih-wàhng	nˈihʌm
Neihuang (county, in Henan)	内黄县	內黃縣	Nèihuáng Xiàn	Noih-wòhng Yún	
Neijiang (in Sichuan)	内江	內江	Nèijiāng	Noih-gōng	
Neijiang (in Sichuan)	内江市	內江市	Nèijiāng Shì	Noih-gōng Síh	
Neil	尼尔	尼爾	Ní'ěr	Nèih-yíh	nˈil
Neimen District (in Kaohsiung)	内门区	內門區	Nèimén Qū	Noih-mùhn Kēui	
Neiqiu (county, in Hebei)	内丘县	內丘縣	Nèiqiū Xiàn	Noih-yāu Yún	
neither eat nor drink	不吃不喝	不吃不喝	bùchī-bùhē	bāt-hek-bāt-hot	
Neixiang (county, in Henan)	内乡县	內鄉縣	Nèixiāng Xiàn	Noih-hēung Yún	
Nejdek	内代克	內代克	Nèidàikè	Noih-doih-hāk	
Nekoda	尼哥大	尼哥大	Nígēdà	Nèih-gō-daaih	nəkˈəʊdʌ
Nelion	内尔逊	內爾遜	Nèi'ěrxùn	Noih-yíh-seun	
Nelkin	内尔肯	內爾肯	Nèi'ěrkěn	Noih-yíh-háng	
Nellie	内莉	內莉	Nèilì	Noih-leih	
Nelson (Mandela)	纳尔逊	納爾遜	Nà'ěrxùn	Naahp-yíh-seun	
Nenad	内纳德	內納德	Nèinàdé	Noih-naahp-dāk	
Nenets (language)	涅涅茨语	涅涅茨語	Nièniècíyǔ	Nihp-nihp-chìh-yúh	
Nenjiang (county, in Heilongjiang)	嫩江县	嫩江縣	Nènjiāng Xiàn	Nyuhn-gōng Yún	
Neo-Darwinism	新达尔文主义	新達爾文主義	Xīn-Dá'ěrwénzhǔyì	Sān-daaht-yíh-màhn-jyú-yih	
Nepheg	尼斐	尼斐	Nífěi	Nèih-féi	nˈifɛɡ
nephesh (Hebrew term translated "soul"/"life")	尼发希	尼發希	nífāxī	nèih-faat-hēi	nˈɛfɛʃ
1 Nephi (in Book of Mormon)	尼腓一书	尼腓一書	Níféi Yīshū	Nèih-fèih Yāt-syū	
3 Nephi (in Book of Mormon)	尼腓三书	尼腓三書	Níféi Sānshū	Nèih-fèih Sāam-syū	
2 Nephi (in Book of Mormon)	尼腓二书	尼腓二書	Níféi Èrshū	Nèih-fèih Yih-syū	
Nephite	尼腓人	尼腓人	Níféirén	Nèih-fèih-yàhn	
Nephtoah	尼弗多亚	尼弗多亞	Nífúduōyà	Nèih-fāt-dō-nga	nɛftˈəʊʌ
Ner	尼珥	尼珥	Ní'ěr	Nèih-yih	nəː
Nereus	尼瑞斯	尼瑞斯	Níruìsī	Nèih-seuih-sī	nˈiɹəs
Nergal	尼甲	尼甲	Níjiǎ	Nèih-gaap	nˈəːɡæl
Nergal-sharezer	尼甲沙利薛	尼甲沙利薛	Níjiǎshālìxuē	Nèih-gaap-sā-leih-sit	nˌəːɡælʃɚˈizə
Neri	尼利	尼利	Nílì	Nèih-leih	nˈiɹaɪ
Nerida	内里达	內里達	Nèilǐdá	Noih-léih-daaht	
Nero	尼禄	尼祿	Nílù	Nèih-luhk	
Neros	内雷斯	內雷斯	Nèiléisī	Noih-lèuih-sī	
Nerva	内尔瓦	內爾瓦	Nèi'ěrwǎ	Noih-yíh-ngáh	
nest	巢窝	巢窩	cháowō	chàauh-wō	
Nestlé	耐斯特	耐斯特	Nàisītè	Noih-sī-dahk	
Nestor	内斯托尔	內斯托爾	Nèisītuō'ěr	Noih-sī-tok-yíh	nˈɛstɚ
Nethanel	拿坦业	拿坦業	Nátǎnyè	Nàh-táan-yihp	nʌθˈænʊəl
Nethaniah	尼探雅	尼探雅	Nítànyǎ	Nèih-taam-ngáh	nɛθənˈaɪʌ
Netherlands Antilles	荷属安的列斯	荷屬安的列斯	Héshǔ Āndìlièsī	Hòh-suhk Ngōn-dīk-liht-sī	
Netherlands East Indies	荷属东印度	荷屬東印度	Héshǔ Dōngyìndù	Hòh-suhk Dūng-yan-douh	
Nethinim 	尼提宁	尼提寧	Nítíníng	Nèih-tàih-nìhng	
Nethinim	殿役	殿役	diànyì	dihn-yihk	
netizen (term frequently used in PRC for user of social media etc)	网民	網民	wǎngmín	móhng-màhn	
netspeak	网络语	網絡語	wǎngluòyǔ	móhng-lok-yúh	
Neufeld	诺伊费尔德	諾伊費爾德	Nuòyīfèi'ěrdé	Nohk-yī-fai-yíh-dāk	
Neugebauer	诺伊格鲍尔	諾伊格鮑爾	Nuòyīgébào'ěr	Nohk-yī-gaak-bāau-yíh	
neuroplasticity	神经可塑性	神經可塑性	shénjīng kěsùxìng	sàhn-gīng hó-sok-sing	
neuropsychologist	神经心理学家	神經心理學家	shénjīng xīnlǐxuéjiā	sàhn-gīng sām-léih-hohk-gā	
neuroscience	神经科学	神經科學	shénjīng kēxué	sàhn-gīng fō-hohk	
neuroscience (lit. nervous system science)	神经系统科学	神經系統科學	shénjīng xìtǒng kēxué	sàhn-gīng haih-túng fō-hohk	
neutrino	中微子	中微子	zhōngwēizǐ	jūng-mèih-jí	
neutron star	中子星	中子星	zhōngzǐxīng	jūng-jí-sīng	
Nevada	内华达州	內華達州	Nèihuádázhōu	Noih-wàh-daaht-jāu	
never again	永不再	永不再	yǒngbù zài	wíhng-bāt joi	
never ending	永无穷尽	永無窮盡	yǒngwú-qióngjìn	wíhng-mòuh-kùhng-jeuhn	
Nevers	纳韦尔	納韋爾	Nàwéi'ěr	Naahp-wáih-yíh	
never (something; lit. always-without)	永无	永無	yǒngwú	wíhng-mòuh	
Neves	内维斯	內維斯	Nèiwéisī	Noih-wàih-sī	
Neville	内维尔	內維爾	Nèiwéi'ěr	Noih-wàih-yíh	nˈɛvəl
Nevinnomyssk	涅温诺梅斯克	涅溫諾梅斯克	Nièwēnnuòméisīkè	Nihp-wān-nohk-mùih-sī-hāk	
Nevis	尼维斯	尼維斯	Níwéisī	Nèih-wàih-sī	
Nevo	尼沃	尼沃	Níwò	Nèih-yūk	
New Age (movement)	新世纪运动	新世紀運動	Xīn shìjì yùndòng	Sān sai-géi wahn-duhng	
New American Standard Bible; NAS; NASB	新美国标准圣经	新美國標准聖經	Xīn Měiguó Biāozhǔn Shèngjīng	Sān Méih-gwok Bīu-jéun Sing-gīng	
Newari (language)	尼瓦尔语	尼瓦爾語	Níwǎ'ěryǔ	Nèih-ngáh-yíh-yúh	
Newark	纽瓦克	紐瓦克	Niǔwǎkè	Náu-ngáh-hāk	njˈʉːək
new assignment (location)	新的岗位	新的崗位	xīn de gǎngwèi	sān dīk gōng-wái	
New Atlantis (Bacon)	新大西岛	新大西島	Xīn Dàxīdǎo	Sān Daaih-sāi-dóu	
Newa (written language)	尼瓦文	尼瓦文	Níwǎwén	Nèih-ngáh-màhn	
New Barag Left (banner, in Inner Mongolia)	新巴尔虎左旗	新巴爾虎左旗	Xīnbā'ěrhǔzuǒ Qí	Sān-bā-yíh-fú-jó Kèih	
New Barag Right (banner, in Inner Mongolia)	新巴尔虎右旗	新巴爾虎右旗	Xīnbā'ěrhǔyòu Qí	Sān-bā-yíh-fú-yauh Kèih	
New Bedford	新贝德福德	新貝德福德	Xīnbèidéfúdé	Sān-bui-dāk-fūk-dāk	
Newberry	纽伯里	紐伯里	Niǔbólǐ	Náu-baak-léih	
new books area (in library)	新书区	新書區	xīnshūqū	sān-syū-kēui	
New Brunswick	新不伦瑞克	新不倫瑞克	Xīnbùlúnruìkè	Sān-bāt-lèuhn-seuih-hāk	
New Brunswick (older translation)	新布伦兹维克	新布倫茲維克	Xīnbùlúnzīwéikè	Sān-bou-lèuhn-jī-wàih-hāk	
New Caledonia	新喀里多尼亚	新喀里多尼亞	Xīnkālǐduōníyà	Sān-haak-léuih-dō-nèih-nga	
New Caledonian	新加利多尼亚	新加利多尼亞	Xīnjiālìduōníyà	Sān-gā-leih-dō-nèih-nga	
Newcastle	新堡市	新堡市	Xīnbǎo Shì	Sān-bóu Síh	
Newcastle	纽卡斯尔	紐卡斯爾	Niǔkǎsī'ěr	Náu-kā-sī-yíh	njˈʉːkæsəl
Newcastle (HK and Macao pronunciation)	纽卡素	紐卡素	Niǔkǎsù	Náu-kā-sou	
Newcastle (Taiwan pronunciation)	纽卡索	紐卡索	Niǔkǎsuǒ	Náu-kā-sok	
New Catholic Encyclopedia	新天主教百科全书	新天主教百科全書	Xīn Tiānzhǔjiào Bǎikēquánshū	Sān Tīn-jyú-gaau Baak-fō-chyùhn-syū	
new century	新世纪	新世紀	xīn shìjì	sān sai-géi	
New Century Modern Chinese Dictionary	新世纪现代汉语词典	新世紀現代漢語詞典	Xīn Shìjì Xiàndài Hànyǔ Cídiǎn	Sān Sai-géi Yihn-doih Hon-yúh Chìh-dín	
New Chinese Dictionary	新华字典	新華字典	Xīn Huá Zìdiǎn	Sān Wàh Jih-dín	
newcomers	新来的人	新來的人	xīnlái de rén	sān-lòih dīk yàhn	
new covenant 	新契约	新契約	xīn qìyuē	sān kai-yeuk	
new edition	新版本	新版本	xīn bǎnběn	sān báan-bún	
Newell	纽厄尔	紐厄爾	Niǔ'è'ěr	Náu-āak-yíh	
("new flute") a chromatic bamboo flute	新笛	新笛	xīndí	sān-dehk	
Newfoundland	纽芬兰	紐芬蘭	Niǔfēnlán	Náu-fān-làahn	njˈʉːfənlənd
Newgrange	纽格兰奇	紐格蘭奇	Niǔgélánqí	Náu-gaak-làahn-kèih	
Newham	纽罕	紐罕	Niǔhǎn	Náu-hón	njˈʉːəm
New Haven city	纽黑文市	紐黑文市	Niǔhēiwén Shì	Náu-hāk-màhn Síh	
new headquarters	新总部	新總部	xīn zǒngbù	sān júng-bouh	
new heart	新心	新心	xīnxīn	sān-sām	
new initiative (lit. new method)	新方法	新方法	xīn fāngfǎ	sān fōng-faat	
New International Version; NIV	新国际版圣经	新國際版聖經	Xīn Guójì bǎn Shèngjīng	Sān Gwok-jai báan Sing-gīng	
New International Version Study Bible	新国际版研读本圣经	新國際版研讀本聖經	Xīn Guójìbǎn Yándú Běn Shèngjīng	Sān Gwok-jai-báan Yìhn-duhk Bún Sing-gīng	
New Jersey	新泽西州	新澤西州	Xīn Zéxī Zhōu	Sān Jaahk-sāi Jāu	
New Jerusalem	新耶路撒冷	新耶路撒冷	Xīn-Yēlùsālěng	Sān-yèh-louh-saat-láahng	
New King James Version	新英王钦定本	新英王欽定本	Xīn Yīngwáng Qīndìngběn	Sān Yīng-wòhng Yām-dihng-bún	
new light (lit. new analysis; English is old translation?)	新解释	新解釋	xīn jiěshì	sān gáai-sīk	
New Living Translation; NLT	新普及译本	新普及譯本	Xīn Pǔjí Yìběn	Sān Póu-kahp Yihk-bún	
newly-installed	刚装好	剛裝好	gāngzhuānghǎo	gōng-jōng-hóu	
newlyweds	刚结婚的人	剛結婚的人	gāng jiéhūn de rén	gōng git-fān dīk yàhn	
Newman	纽曼	紐曼	Niǔmàn	Náu-maahn	
Newman	诺伊曼	諾伊曼	Nuòyīmàn	Nohk-yī-maahn	
New Market (Virginia)	纽马基特	紐馬基特	Niǔmǎjītè	Náu-máh-gēi-dahk	
new meaning of old word	老词新用	老詞新用	lǎocíxīnyòng	lóuh-chìh-sān-yuhng	
new media (Internet broadcasting etc)	新媒体	新媒體	xīn méitǐ	sān mùih-tái	
new personality	新品格	新品格	xīn-pǐngé	sān-bán-gaak	
new religious movements	新宗教运动	新宗教運動	xīn zōngjiào yùndòng	sān jūng-gaau wahn-duhng	
New Scientist (magazine)	新科学家	新科學家	Xīn Kēxuéjiā	Sān Fō-hohk-gā	
Newsday	新闻日报	新聞日報	Xīnwén Rìbào	Sān-màhn Yaht-bou	
New South Wales	新南威尔士	新南威爾士	Xīn Nán Wēi'ěrshì	Sān Nàahm Wāi-yíh-sih	
newspaper advertising	报章宣传	報章宣傳	bàozhāng xuānchuán	bou-jēung syūn-chyùhn	
newspaper column	报纸专栏	報紙專欄	bàozhǐ zhuānlán	bou-jí jyūn-làahn	
news reports	新闻报道	新聞報道	xīnwén bàodào	sān-màhn bou-douh	
newsroom	新闻室	新聞室	xīnwénshì	sān-màhn-sāt	
news source (organisation)	新闻机构	新聞機構	xīnwén jīgòu	sān-màhn gēi-kau	
Newsweek	新闻周刊	新聞周刊	xīnwén zhōukān	sān-màhn jāu-hōn	
new tactic	新策略	新策略	xīn cèlüè	sān chaak-leuhk	
New Tai Lue (written language)	新傣文	新傣文	Xīndǎiwén	Sān-yìh-màhn	
New Taipei City	新北市	新北市	Xīnběi Shì	Sān-bāk Síh	
New Testament (when used in some printings)	新约圣经	新約聖經	Xīnyuē Shèngjīng	Sān-yeuk Sing-gīng	
Newton (given name)	纽顿	紐頓	Niǔdùn	Náu-deuhn	
new (type of) energy-efficient light bulbs	新型节能灯	新型節能燈	xīnxíng jiénéng dēng	sān-yìhng jit-nàhng dāng	
new wagon	新车	新車	xīnchē	sān-chē	
New Wave (sina.com corporate name)	新浪	新浪	Xīnlàng	Sān-lohng	
New Weekly (magazine 1996-)	新周刊	新周刊	Xīn Zhōukān	Sān Jāu-hōn	
new wine	新酒	新酒	xīnjiǔ	sān-jáu	
new world order (Bush quote)	世界新秩序	世界新秩序	shìjiè xīn zhìxù	sai-gaai sān diht-jeuih	
New World Translation; NWT	新世界译本	新世界譯本	Xīnshìjiè Yìběn	Sān-sai-gaai Yihk-bún	
"new year's resolution"	新年愿望	新年願望	xīnnián yuànwàng	sān-nìhn yuhn-mohng	
new year sacrifices to ancestors	春节祭祖	春節祭祖	chūnjié jìzǔ	chēun-jit jai-jóu	
New Yorker	纽约人	紐約人	Niǔyuērén	Náu-yeuk-yàhn	
New Yorker (magazine)	纽约客	紐約客	Niǔyuēkè	Náu-yeuk-haak	
New York State	纽约州	紐約州	Niǔyuē Zhōu	Náu-yeuk Jāu	
(next-door) neighbours (plural)	邻居们	鄰居們	línjūmen	lèuhn-gēui-mùhn	
next article	下篇文章	下篇文章	xià piān wénzhāng	hah pīn màhn-jēung	
next chapter	下一章	下一章	xià yi zhāng	hah yāt jēung	
next Monday (abbreviated)	下周一	下周一	xià Zhōuyī	hah Jāu-yāt	
next stop; next station etc	下一站	下一站	xià yi zhàn	hah yāt jaahm	
next Tuesday	下周星期二	下周星期二	xiàzhōu Xīngqī'èr	hah-jāu Sīng-kèih-yih	
next week	下个星期	下個星期	xià ge xīngqī	hah go sīng-kèih	
next weekend	下周末	下周末	xià zhōumò	hah jāu-muht	
Nezib	尼悉	尼悉	Níxī	Nèih-sīk	nˈizɪb
Neím	奈姆	奈姆	Nàimǔ	Noih-móuh	
Ngau Tau Kok (area in Kowloon, HK)	牛头角	牛頭角	Niútóujiǎo	Ngàuh-tàuh-gok	
Ngiemboon (language)	恩甘澎语	恩甘澎語	Ēngānpéngyǔ	Yān-gām-pàahng-yúh	
Ngong Ping (HK monastery site)	昂坪	昂坪	Ángpíng	Ngóhng-pìhng	
Nha Trang (in Vietnam)	芽庄	芽莊	Yázhuāng	Ngàh-jōng	
Niagara	尼亚加拉	尼亞加拉	Níyàjiālā	Nèih-nga-gā-lāai	naɪˈæɡɹə
Niagara Falls	尼亚加拉大瀑布	尼亞加拉大瀑布	Níyàjiālā dàpùbù	Nèih-nga-gā-lāai daaih-buhk-bou	
Nianzishan District	碾子山区	碾子山區	Niǎnzǐshān Qū	Níhn-jí-sāan Kēui	
Niaosong District (in Kaohsiung)	鸟松区	鳥松區	Niǎosōng Qū	Níuh-chùhng Kēui	
Nias (island)	尼亚斯岛	尼亞斯島	Níyàsīdǎo	Nèih-nga-sī-dóu	
Nias (language)	尼亚斯语	尼亞斯語	Níyàsīyǔ	Nèih-nga-sī-yúh	
Nibelungenlied (13th-century story inspiring Wagner's Ring)	尼贝龙根之歌	尼貝龍根之歌	Níbèilónggēn Zhī Gē	Nèih-bui-lùhng-gān Jī Gō	
Nibhaz	尼哈	尼哈	Níhā	Nèih-hā	nˈɪbhæz
Nibshan	尼珊	尼珊	Níshān	Nèih-sāan	nˈɪbʃæn
Nicaea	尼斯	尼斯	Nísī	Nèih-sī	
Nicanor	尼迦挪	尼迦挪	Níjiānuó	Nèih-gā-nòh	naɪkˈeɪnæɹ
Nicator	尼卡托	尼卡托	Níkǎtuō	Nèih-kā-tok	
Nicea	尼西亚	尼西亞	Níxīyà	Nèih-sāi-nga	
nice and flat	平平整整	平平整整	píngpíng-zhěngzhěng	pìhng-pìhng-jíng-jíng	
Nicene Creed	尼西亚信经	尼西亞信經	Níxīyà xìnjīng	Nèih-sāi-nga seun-gīng	
Nicholas	尼古拉斯	尼古拉斯	Nígǔlāsī	Nèih-gú-lāai-sī	
Nichols	尼科尔斯	尼科爾斯	Níkē'ěrsī	Nèih-fō-yíh-sī	
Nicholson	尼科尔森	尼科爾森	Níkē'ěrsēn	Nèih-fō-yíh-sām	nˈɪkəlsən
Nick	尼克	尼克	Níkè	Nèih-hāk	
Nickel (surname)	尼克尔	尼克爾	Níkè'ěr	Nèih-hāk-yíh	
nicknamed	绰号叫	綽號叫	chuòhào jiào	cheuk-houh giu	
Nicky	尼基	尼基	Níjī	Nèih-gēi	
Niclaes	尼克拉斯	尼克拉斯	Níkèlāsī	Nèih-hāk-lāai-sī	
Nicobarese (language)	尼科巴语	尼科巴語	Níkēbāyǔ	Nèih-fō-bā-yúh	
Nicodemus	尼哥德慕	尼哥德慕	Nígēdémù	Nèih-gō-dāk-mouh	nɪkədˈiməs
Nicola	妮古拉	妮古拉	Nīgǔlā	Nèih-gú-lāai	
Nicolas	尼科拉	尼科拉	Níkēlā	Nèih-fō-lāai	
Nicolaus	尼哥拉	尼哥拉	Nígēlā	Nèih-gō-lāai	nɪkəlˈeɪəs
Nicolaus; Nikolaus (Nicholas of Cusa)	尼古劳斯	尼古勞斯	Nígǔláosī	Nèih-gú-lòuh-sī	nɪkəlˈeɪəs
Nicole	妮可	妮可	Nīkě	Nèih-hó	
Nicole	妮科勒	妮科勒	Nīkēlè	Nèih-fō-lahk	nˌɪkˈɒl
Nicole	妮科尔	妮科爾	Nīkē'ěr	Nèih-fō-yíh	
Nicoll	尼科尔	尼科爾	Níkē'ěr	Nèih-fō-yíh	
Nicolosi	尼科洛西	尼科洛西	Níkēluòxī	Nèih-fō-lohk-sāi	
Nicolò	尼科洛	尼科洛	Níkēluò	Nèih-fō-lohk	
Nicopolis	尼哥波立	尼哥波立	Nígēbōlì	Nèih-gō-bō-lahp	nɪkˈɒpəlɪs
Nicosia	尼科西亚	尼科西亞	Níkēxīyà	Nèih-fō-sāi-nga	
Niebrugge	尼鲁格	尼魯格	Nílǔgé	Nèih-lóuh-gaak	
niece (on brother's side)	姪女	姪女	zhínǚ	jaht-néuih	
Niederhagen	下哈根	下哈根	Xiàhāgēn	Hah-hā-gān	
Nielamu County	聂拉木县	聶拉木縣	Nièlāmù Xiàn	Nihp-lāai-muhk Yún	
Nielsen	尼尔逊	尼爾遜	Ní'ěrxùn	Nèih-yíh-seun	
Niemöller; Niemoeller	尼默勒	尼默勒	Nímòlè	Nèih-mahk-lahk	
Nienna (fictional character)	妮恩娜	妮恩娜	Nī'ēnnà	Nèih-yān-nàh	
Nierong County	聂荣县	聶榮縣	Nièróng Xiàn	Nihp-wìhng Yún	
Nietzsche	尼采	尼采	Nícǎi	Nèih-chói	
Nigel	奈杰尔	奈傑爾	Nàijié'ěr	Noih-giht-yíh	
Niger	尼结	尼結	Níjié	Nèih-git	nˌiʒˈɛː
Nigeria (alternate translation)	奈及利亚	奈及利亞	Nàijílìyà	Noih-kahp-leih-nga	nˌaɪdʒˈɪəɹiʌ
Nigerian Pidgin (language)	尼日利亚皮钦语	尼日利亞皮欽語	Nírìlìyà Píqīnyǔ	Nèih-yaht-leih-nga Pèih-yām-yúh	
night mode	夜间模式	夜間模式	yèjiān móshì	yeh-gāan mòuh-sīk	
night mode (of camera)	夜景模式	夜景模式	yèjǐng móshì	yeh-gíng mòuh-sīk	
night watch(es)	夜更	夜更	yègēng	yeh-gāang	
night watchman	夜间守卫员	夜間守衛員	yèjiān shǒuwèiyuán	yeh-gāan sáu-waih-yùhn	
nihongo (Japanese word for Japanese language)	日本语	日本語	Rìběnyǔ	Yaht-bún-yúh	
Niigata (Japan prefecture)	新潟	新潟	Xīnxì	Sān-cheuk	
Niihau (Hawaiian island)	尼豪	尼豪	Níháo	Nèih-hòuh	
Niina	妮娜	妮娜	Nīnuó	Nèih-nàh	
Niina; Nina	妮娜	妮娜	Nīnà	Nèih-nàh	
Nika	尼卡	尼卡	Níkǎ	Nèih-kā	
Nikaidou	二阶堂	二階堂	Èrjiētáng	Yih-gāai-tòhng	
Niki	妮基	妮基	Nījī	Nèih-gēi	
Nikifor	尼基福尔	尼基福爾	Níjīfú'ěr	Nèih-gēi-fūk-yíh	
Nikita	尼基塔	尼基塔	Níjītǎ	Nèih-gēi-taap	
Nikki	妮凯	妮凱	Nīkǎi	Nèih-hói	
Nikki	妮姬	妮姬	Nījī	Nèih-gēi	
Nikolai	尼古拉	尼古拉	Nígǔlā	Nèih-gú-lāai	nˈɪkəʊlaɪ
Nikos	尼科斯	尼科斯	Níkēsī	Nèih-fō-sī	
Nile	尼罗	尼羅	Níluó	Nèih-lòh	
Niles	奈尔斯	奈爾斯	Nài'ěrsī	Noih-yíh-sī	
Nilka (county, in Xinjiang)	尼勒克县	尼勒克縣	Nílèkè Xiàn	Nèih-lahk-hāk Yún	
Nilla	尼拉	尼拉	Nílā	Nèih-lāai	
Nils	尼尔斯	尼爾斯	Ní'ěrsī	Nèih-yíh-sī	
Nilsen	尼尔森	尼爾森	Ní'ěrsēn	Nèih-yíh-sām	
Nilsson	尼尔松	尼爾松	Ní'ěrsōng	Nèih-yíh-chùhng	
Nilza	尼尔扎	尼爾扎	Ní'ěrzhā	Nèih-yíh-jaat	
Nima County	尼玛县	尼瑪縣	Nímǎ Xiàn	Nèih-máh Yún	
Nimrah	宁拉	寧拉	Nínglā	Nìhng-lāai	nˈɪmɹæɹ
Nimrim	宁林	寧林	Nínglín	Nìhng-làhm	nˈɪmɹɪm
Nimrod	宁录	寧錄	Nínglù	Nìhng-luhk	nˈɪmɹɒd
Nimu County	尼木县	尼木縣	Nímù Xiàn	Nèih-muhk Yún	
Nina	尼娜	尼娜	Nínà	Nèih-nàh	nˈinə
Nineteen Eighty-four	一九八四	一九八四	Yījiǔbāsì	Yāt-gáu-baat-sei	
Nineveh	尼尼微	尼尼微	Níníwēi	Nèih-nèih-mèih	nˈɪnɪvə
Ninevite	尼尼微人	尼尼微人	Níníwēirén	Nèih-nèih-mèih-yàhn	nˈɪnɪvaɪt
Ning'an (in Heilongjiang)	宁安市	寧安市	Níng'ān Shì	Nìhng-ngōn Síh	
Ning'er (county, in Yunnan)	宁洱县	寧洱縣	níng'ěr Xiàn	nìhng-yíh Yún	
Ningbo (3hrs from Shanghai; has a Nottingham campus)	宁波	寧波	níngbō	nìhng-bō	
Ningbo (in Zhejiang)	宁波	寧波	níngbō	nìhng-bō	
Ningbo (in Zhejiang)	宁波市	寧波市	níngbō Shì	nìhng-bō Síh	
Ningcheng (county, in Inner Mongolia)	宁城县	寧城縣	níngchéng Xiàn	nìhng-sìhng Yún	
Ning County	宁县	寧縣	Nìng Xiàn	Nìhng Yún	
Ningde (in Fujian)	宁德	寧德	níngdé	nìhng-dāk	
Ningde (in Fujian)	宁德市	寧德市	níngdé Shì	nìhng-dāk Síh	
Ningdu (county, in Jiangxi)	宁都县	寧都縣	níngdū Xiàn	nìhng-dōu Yún	
Ningguo (in Anhui)	宁国	寧國	níngguó	nìhng-gwok	
Ningguo (in Anhui)	宁国市	寧國市	níngguó Shì	nìhng-gwok Síh	
Ninghai (county, in Zhejiang)	宁海县	寧海縣	nínghǎi Xiàn	nìhng-hói Yún	
Ninghe District (in Tianjin)	宁河区	寧河區	Nìnghé Qū	Nìhng-hòh Kēui	
Ninghua (county, in Fujian)	宁化县	寧化縣	nínghuà Xiàn	nìhng-fa Yún	
Ningjiang District	宁江区	寧江區	Nìngjiāng Qū	Nìhng-gōng Kēui	
Ningjin County	宁津县	寧津縣	Nìngjīn Xiàn	Nìhng-jēun Yún	
Ningjin (county, in Hebei)	宁晋县	寧晉縣	níngjìn Xiàn	nìhng-jeun Yún	
Ninglang (county, in Yunnan)	宁蒗县	寧蒗縣	nínglàng Xiàn	nìhng-lohng Yún	
Ningling (county, in Henan)	宁陵县	寧陵縣	nínglíng Xiàn	nìhng-lìhng Yún	
Ningming (county, in Guangxi)	宁明县	寧明縣	níngmíng Xiàn	nìhng-mìhng Yún	
Ningnan (county, in Sichuan)	宁南县	寧南縣	níngnán Xiàn	nìhng-nàahm Yún	
Ningqiang (county, in Shaanxi)	宁强县	寧強縣	níngqiáng Xiàn	nìhng-kèuhng Yún	
Ningshan (county, in Shaanxi)	宁陕县	寧陝縣	níngshǎn Xiàn	nìhng-sím Yún	
Ningwu (county, in Shanxi)	宁武县	寧武縣	níngwǔ Xiàn	nìhng-móuh Yún	
Ningxiang (in Hunan)	宁乡	寧鄉	níngxiāng	nìhng-hēung	
Ningxiang (in Hunan)	宁乡市	寧鄉市	níngxiāng Shì	nìhng-hēung Síh	
Ningyang County	宁阳县	寧陽縣	Nìngyáng Xiàn	Nìhng-yèuhng Yún	
Ningyuan (county, in Hunan)	宁远县	寧遠縣	níngyuǎn Xiàn	nìhng-yúhn Yún	
Ninković	宁科维奇	寧科維奇	níngkēwéiqí	nìhng-fō-wàih-kèih	
Ninurta	尼努尔塔	尼努爾塔	Nínǔ'ěrtǎ	Nèih-nóuh-yíh-taap	
Nioki	尼奥基	尼奧基	Ní'àojī	Nèih-ou-gēi	
Nippur	尼普尔	尼普爾	Nípǔ'ěr	Nèih-póu-yíh	
Nirad	尼拉特	尼拉特	Nílātè	Nèih-lāai-dahk	
Nisan	尼散月	尼散月	Nísànyuè	Nèih-saan-yuht	nˈaɪsæn
Nisbet	尼斯比	尼斯比	Nísībǐ	Nèih-sī-béi	
Nisbet	尼斯比特	尼斯比特	Nísībǐtè	Nèih-sī-béi-dahk	
Nisroch	尼斯洛	尼斯洛	Nísīluò	Nèih-sī-lohk	nˈɪsɹɒk
Nissenbaum	尼森鲍姆	尼森鮑姆	Nísēnbàomǔ	Nèih-sām-bāau-móuh	
Nistor	尼斯托尔	尼斯托爾	Nísītuō'ěr	Nèih-sī-tok-yíh	
Nita	妮塔	妮塔	Nītǎ	Nèih-taap	
nitrites	亚硝酸盐	亞硝酸鹽	yàxiāosuānyán	nga-sīu-syūn-yìhm	
nitrogen cycle	氮循环	氮循環	dàn xúnhuán	daahm chèuhn-wàahn	
niubatui (another name for niutuiqin)	牛巴腿	牛巴腿	niúbātuǐ	ngàuh-bā-téui	
Niue	纽埃	紐埃	Niǔ'āi	Náu-āai	
Niuean (language)	纽埃语	紐埃語	Niǔ'āiyǔ	Náu-āai-yúh	
Niurka	纽尔卡	紐爾卡	Niǔ'ěrkǎ	Náu-yíh-kā	
niutuiqin (stringed instrument of Guizhou)	牛腿琴	牛腿琴	niútuǐqín	ngàuh-téui-kàhm	
Nixon	尼克逊	尼克遜	Níkèxùn	Nèih-hāk-seun	nˈɪksən
Nixon (alternate translation)	尼克松	尼克松	Níkèsōng	Nèih-hāk-chùhng	
Nizhniy Novgorod	下诺夫哥罗德	下諾夫哥羅德	Xiànuòfūgēluódé	Hah-nohk-fū-gō-lòh-dāk	
Noah	挪亚	挪亞	Nuóyà	Nòh-nga	
Noah  (PRC?)	诺亚	諾亞	Nuòyà	Nohk-nga	
Noah (Zelophehad's daughter)	娜亚	娜亞	Nuóyà	Nàh-nga	
Noam (Chomsky's given name)	诺姆	諾姆	Nuòmǔ	Nohk-móuh	
Nob	挪伯	挪伯	Nuóbó	Nòh-baak	
