Word	Simplified	Traditional	Pinyin	Yale (provisional)	IPA
Luzhai Township	吕寨乡	呂寨鄉	Lǚzhài Xiāng	Léuih-jaaih Hēung	
Luzhai Township	路寨乡	路寨鄉	Lùzhài Xiāng	Louh-jaaih Hēung	
Luzhen (fictional town)	鲁镇	魯鎮	Lǔzhèn	Lóuh-jan	
Luzhen Township	庐镇乡	廬鎮鄉	Lúzhèn Xiāng	Lòuh-jan Hēung	
Lu Zhenzhong's version (of Bible)	吕振中译本	呂振中譯本	Lǚ Zhènzhōng Yìběn	Léuih Jan-jūng Yihk-bún	
Lu Zhenzhong (a Bible translator)	吕振中	呂振中	Lǚ Zhènzhōng	Léuih Jan-jūng	
Luzhite (district, in Guizhou)	六枝特区	六枝特區	Lùzhītè Qū	Luhk-jī-dahk Kēui	
Luzhi (town)	甪直镇	甪直鎮	Lùzhízhèn	Luhk-jihk-jan	
Luzhi Township	芦芝乡	蘆芝鄉	Lúzhī Xiāng	Lòuh-jī Hēung	
Luzhki	卢日基	盧日基	Lúrìjī	Lòuh-yaht-gēi	
Luzhou District (in New Taipei)	芦洲区	蘆洲區	Lúzhōu Qū	Lòuh-jāu Kēui	
Luzhou (in Sichuan)	泸州市	瀘州市	Lúzhōu Shì	Lòuh-jāu Síh	
Luzhou (town)	芦洲镇	蘆洲鎮	Lúzhōuzhèn	Lòuh-jāu-jan	
Luzhou Township	芦洲乡	蘆洲鄉	Lúzhōu Xiāng	Lòuh-jāu Hēung	
Luzhuang (town)	鲁庄镇	魯莊鎮	Lǔzhuāngzhèn	Lóuh-jōng-jan	
Luzhuang Township	芦庄乡	蘆莊鄉	Lúzhuāng Xiāng	Lòuh-jōng Hēung	
Luzhu District; Lujhu District (in Kaohsiung)	路竹区	路竹區	Lùzhú Qū	Louh-jūk Kēui	
Luzhu District (in Taoyuan)	芦竹区	蘆竹區	Lúzhú Qū	Lòuh-jūk Kēui	
Luzhu (town)	渌渚镇	淥渚鎮	Lùzhǔzhèn	Luhk-jyú-jan	
Luzier	卢齐尔	盧齊爾	Lúqí'ěr	Lòuh-chàih-yíh	
Luzietti	卢齐埃蒂	盧齊埃蒂	Lúqí'āidì	Lòuh-chàih-āai-dai	
Luzon (island)	吕宋岛	呂宋島	Lǚsòng Dǎo	Léuih-sung Dóu	
Luzuo (town)	芦柞镇	蘆柞鎮	Lúzuòzhèn	Lòuh-jah-jan	
Luçi	柳奇	柳奇	Liǔqí	Láuh-kèih	
Lučenec	卢切内茨	盧切內茨	Lúqiènèicí	Lòuh-chit-noih-chìh	
Luňák	卢萨克	盧薩克	Lúsàkè	Lòuh-saat-hāk	
Lužnice (river)	卢日尼采河	盧日尼采河	Lúrìnícǎihé	Lòuh-yaht-nèih-chói-hòh	
<comp./C> lvalue	左值	左值	zuǒzhí	jó-jihk	
<comp./C++> lvalue reference	左值引用	左值引用	zuǒzhí yǐnyòng	jó-jihk yáhn-yuhng	
Lviv	利维夫	利維夫	Lìwéifū	Leih-wàih-fū	
Lvov	利沃夫	利沃夫	Lìwòfū	Leih-yūk-fū	lˌəvˈɒf
Lyakhov	利亚霍夫	利亞霍夫	Lìyàhuòfū	Leih-nga-fok-fū	
Lyamo	利亚莫	利亞莫	Lìyàmò	Leih-nga-mohk	
Lyantor	良托尔	良托爾	Liángtuō'ěr	Lèuhng-tok-yíh	
Lybarger	莱巴格	萊巴格	Láibāgé	Lòih-bā-gaak	
Lyberger	利伯格	利伯格	Lìbógé	Leih-baak-gaak	
Lybrook	利布鲁克	利布魯克	Lìbùlǔkè	Leih-bou-lóuh-hāk	
Lycaenidae family (of butterflies)	小灰蝶科	小灰蝶科	xiǎohuīdiékē	síu-fūi-dihp-fō	
Lycans	莱肯斯	萊肯斯	Láikěnsī	Lòih-háng-sī	
Lycaonia	利考尼亚	利考尼亞	Lìkǎoníyà	Leih-háau-nèih-nga	lˌɪkiˈəʊniʌ
Lycett	莱西特	萊西特	Láixītè	Lòih-sāi-dahk	
lychee (older word?)	丹荔	丹荔	dānlì	dāan-laih	
Lycia	吕基亚	呂基亞	Lǚjīyà	Léuih-gēi-nga	lˈɪʃiʌ
Lycian (written language)	利西亚文	利西亞文	Lìxīyàwén	Leih-sāi-nga-màhn	
Lyda; Reda	莱达	萊達	Láidá	Lòih-daaht	
Lydda	吕达	呂達	Lǚdá	Léuih-daaht	lˈɪdʌ
Lydia (Bible)	吕底亚	呂底亞	Lǚdǐyà	Léuih-dái-nga	lˈɪdɪə
Lydia (modern)	丽迪雅	麗迪雅	Lìdíyǎ	Laih-dihk-ngáh	lˈɪdɪə
Lydia (modern)	莉狄亚	莉狄亞	Lìdíyà	Leih-dihk-nga	lˈɪdɪə
Lydia (modern)	莉蒂亚	莉蒂亞	Lìdìyà	Leih-dai-nga	lˈɪdɪə
Lydia (modern)	莉迪亚	莉迪亞	Lìdíyà	Leih-dihk-nga	lˈɪdɪə
Lydia (modern, old translation)	妮迪娅	妮迪婭	Nīdíyà	Nèih-dihk-a	lˈɪdɪə
Lydia (modern); Lidija	莉迪娅	莉迪婭	Lìdíyà	Leih-dihk-a	lˈɪdɪə
Lydia (near Ionia, alternate translation?)	利底亚	利底亞	Lìdǐyà	Leih-dái-nga	lˈɪdɪə
Lydian (written language)	吕底亚文	呂底亞文	Lǚdǐyàwén	Léuih-dái-nga-màhn	
Lydie	莉迪	莉迪	Lìdí	Leih-dihk	
Lydon	莱登	萊登	Láidēng	Lòih-dāng	
Lyell	莱伊尔	萊伊爾	Láiyī'ěr	Lòih-yī-yíh	
Lyerly	莱尔利	萊爾利	Lái'ěrlì	Lòih-yíh-leih	
Lyford	莱福德	萊福德	Láifúdé	Lòih-fūk-dāk	
lying down (animal etc)	卧下	臥下	wòxia	ngoh-hah	
lying-down posture	躺姿	躺姿	tǎngzī	tóng-jī	
lying flat on his cot/bed	躺在床上	躺在床上	tǎng zài chuáng shang	tóng joih chòhng seuhng	
lying sleepless	静卧未眠	靜臥未眠	jìngwò wèi mián	jihng-ngoh meih mìhn	
Lyman	莱曼	萊曼	Láimàn	Lòih-maahn	
Lymany	利马尼	利馬尼	Lìmǎní	Leih-máh-nèih	
lyme disease	莱姆病	萊姆病	láimǔ bìng	lòih-móuh behng	
Lyme Regis	莱姆里杰斯	萊姆里傑斯	Láimǔlǐjiésī	Lòih-móuh-léih-giht-sī	
lymphocytes	淋巴细胞	淋巴細胞	línbā xìbāo	làhm-bā sai-bāau	
lymphoma	淋巴癌	淋巴癌	línbā'ái	làhm-bā-ngàahm	
Lynam	莱纳姆	萊納姆	Láinàmǔ	Lòih-naahp-móuh	
Lynas	莱纳斯	萊納斯	Láinàsī	Lòih-naahp-sī	
Lynchard	林查德	林查德	Línchádé	Làhm-chàh-dāk	
Lynch (surname)	林奇	林奇	Línqí	Làhm-kèih	
Lynch (surname)	琳琪	琳琪	Línqí	Làhm-kèih	
Lyndall	林德尔	林德爾	Líndé'ěr	Làhm-dāk-yíh	
Lyndhurst	林德赫斯特	林德赫斯特	Líndéhèsītè	Làhm-dāk-hāk-sī-dahk	
Lyndi	琳迪	琳迪	Líndí	Làhm-dihk	
Lyndon	林登	林登	Líndēng	Làhm-dāng	
Lyness	利尼斯	利尼斯	Lìnísī	Leih-nèih-sī	
Lynett	莱内特	萊內特	Láinèitè	Lòih-noih-dahk	
Lynette	丽奈特	麗奈特	Lìnàitè	Laih-noih-dahk	
Lynette	琳内特	琳內特	Línnèitè	Làhm-noih-dahk	
Lynley	林利	林利	Línlì	Làhm-leih	
Lynn	林恩	林恩	Lín'ēn	Làhm-yān	
Lynn	琳恩	琳恩	Lín'ēn	Làhm-yān	
Lynne	琳内	琳內	Línnèi	Làhm-noih	lˈɪn
Lynnet	林奈特	林奈特	Línnàitè	Làhm-noih-dahk	
Lynnette	林妮特	林妮特	Línnītè	Làhm-nèih-dahk	
Lynott	林诺特	林諾特	Línnuòtè	Làhm-nohk-dahk	
Lynsey	林西	林西	Línxī	Làhm-sāi	
Lynskey	林斯基	林斯基	Línsījī	Làhm-sī-gēi	
Lynwood	林伍德	林伍德	Línwǔdé	Làhm-ńgh-dāk	
Lyones; Lyons	莱昂斯	萊昂斯	Lái'ángsī	Lòih-ngòhng-sī	
Lyons	里昂	里昂	Lǐ'áng	Léih-ngòhng	lˈaɪənz
lyricist	作词人	作詞人	zuòcírén	jok-chìh-yàhn	
lyricist	歌词作家	歌詞作家	gēcí zuòjiā	gō-chìh jok-gā	
lyrics edition	歌词版	歌詞版	gēcíbǎn	gō-chìh-báan	
Lysa	利萨	利薩	Lìsà	Leih-saat	
Lysaght; Lysaught	莱萨特	萊薩特	Láisàtè	Lòih-saat-dahk	
Lysander	拉山德	拉山德	Lāshāndé	Lāai-sāan-dāk	laɪsˈændɚ
Lysander	莱桑德	萊桑德	Láisāngdé	Lòih-sōng-dāk	laɪsˈændɚ
Lysanias	吕撒聂	呂撒聶	Lǚsāniè	Léuih-saat-nihp	laɪsˈiniəs
Lysenko	李森科	李森科	Lǐsēnkē	Léih-sām-fō	
Lysenková	森科娃	森科娃	Sēnkēwá	Sām-fō-wā	
Lysiak	利西亚克	利西亞克	Lìxīyàkè	Leih-sāi-nga-hāk	
Lysias	吕西亚	呂西亞	Lǚxīyà	Léuih-sāi-nga	lˈɪsiəs
Lysimachus	利西马科斯	利西馬科斯	Lìxīmǎkēsī	Leih-sāi-máh-fō-sī	
Lystra	路司得	路司得	Lùsīdé	Louh-sī-dāk	lˈɪstɹʌ
Lysychansk	利西昌斯克	利西昌斯克	Lìxīchāngsīkè	Leih-sāi-chēung-sī-hāk	
Lyth	莱思	萊思	Láisī	Lòih-sī	
Lythgoe	利思戈	利思戈	Lìsīgē	Leih-sī-gwō	
Lyubov	柳博芙	柳博芙	Liǔbófú	Láuh-bok-fùh	
Lyudmila	洛夫娜	洛夫娜	Luòfūnà	Lohk-fū-nàh	
Lyuha	卢哈	盧哈	Lúhā	Lòuh-hā	
Lyulf; Lyulph	莱尔夫	萊爾夫	Lái'ěrfū	Lòih-yíh-fū	
Lyulin	柳林	柳林	Liǔlín	Láuh-làhm	
László	拉斯洛	拉斯洛	Lāsīluò	Lāai-sī-lohk	
Léger	莱杰	萊傑	Láijié	Lòih-giht	
Léogâne	莱奥甘	萊奧甘	Lái'àogān	Lòih-ou-gām	
Léonard	李奥纳德	李奧納德	Lǐ'àonàdé	Léih-ou-naahp-dāk	
Léonce	利安斯	利安斯	Lì'ānsī	Leih-ngōn-sī	
Léone	利安	利安	Lì'ān	Leih-ngōn	
Léopold	莱奥波德	萊奧波德	Lái'àobōdé	Lòih-ou-bō-dāk	
Léopold; Leopold	利奥波德	利奧波德	Lì'àobōdé	Leih-ou-bō-dāk	
Lévi (French name)	莱维	萊維	Láiwéi	Lòih-wàih	
Löcknitz	勒克尼茨	勒克尼茨	Lèkènící	Lahk-hāk-nèih-chìh	
Löhr	勒尔	勒爾	Lè'ěr	Lahk-yíh	
Lönnig	伦尼希	倫尼希	Lúnníxī	Lèuhn-nèih-hēi	
Lörrach	勒拉赫	勒拉赫	Lēilāhè	Lahk-lāai-hāk	
Lörrach	罗拉赫	羅拉赫	Luólāhè	Lòh-lāai-hāk	
Lösch	勒施	勒施	Lèshī	Lahk-sī	lˈəʊʃ
Løvås	勒沃斯	勒沃斯	Lèwòsī	Lahk-yūk-sī	
Lúcio	卢西奥	盧西奧	Lúxī'ào	Lòuh-sāi-ou	
Lübeck	吕贝克	呂貝克	Lǚbèikè	Léuih-bui-hāk	
Lübke	吕布克	呂布克	Lǚbùkè	Léuih-bou-hāk	
Lüdemann	吕德曼	呂德曼	Lǚdémàn	Léuih-dāk-maahn	
Lüftl	吕夫特	呂夫特	Lǚfūtè	Léuih-fū-dahk	
Lüftschitz	吕夫特希茨	呂夫特希茨	Lǚfūtèxīcí	Léuih-fū-dahk-hēi-chìh	
Lüftschütz	吕夫舒茨	呂夫舒茨	Lǚfūshūcí	Léuih-fū-syū-chìh	
Lüliang (in Shanxi)	吕梁	呂梁	Lǚliáng	Léuih-lèuhng	
Lüliang (in Shanxi)	吕梁市	呂梁市	Lǚliáng Shì	Léuih-lèuhng Síh	
Lü River	闾河	閭河	Lǘ Hé	Lèuih Hòh	
Lüscher	吕舍尔	呂舍爾	Lǚshè'ěr	Léuih-sé-yíh	
Lützerath	卢策拉特	盧策拉特	Lúcèlātè	Lòuh-chaak-lāai-dahk	
Lüyuan District	绿园区	綠園區	Lǜyuán Qū	Luhk-yùhn Kēui	
Lüzhu	绿珠	綠珠	Lǜzhū	Luhk-jyū	
Līvāni	利瓦尼	利瓦尼	Lìwǎní	Leih-ngáh-nèih	
M'Queen	姆奎因	姆奎因	Mǔkuíyīn	Móuh-fūi-yān	
Ma'ai (town)	马隘镇	馬隘鎮	Mǎ'àizhèn	Máh-aai-jan	
Ma'anshan (in Anhui)	马鞍山市	馬鞍山市	Mǎ'ānshān Shì	Máh-ōn-sāan Síh	
Ma'anshan (in Anhui); Ma On Shan (peak in HK)	马鞍山	馬鞍山	Mǎ'ānshān	Máh-ōn-sāan	
Ma'an (town)	马安镇	馬安鎮	Mǎ'ānzhèn	Máh-ngōn-jan	
Ma'an (town)	马鞍镇	馬鞍鎮	Mǎ'ānzhèn	Máh-ōn-jan	
Ma'an Township	马安乡	馬安鄉	Mǎ'ān Xiāng	Máh-ngōn Hēung	
Ma'an Township	马鞍乡	馬鞍鄉	Mǎ'ān Xiāng	Máh-ōn Hēung	
Ma'ao (town)	马坳镇	馬坳鎮	Mǎ'àozhèn	Máh-āau-jan	
Ma'ao (town)	马岙镇	馬嶴鎮	Mǎ'àozhèn	Máh-ngou-jan	
Maacah	玛迦	瑪迦	Mǎjiā	Máh-gā	mˈeɪəkhʌ
Maacathite	玛迦人	瑪迦人	Mǎjiārén	Máh-gā-yàhn	meɪˈækəθaɪt
Maadai	玛玳	瑪玳	Mǎdài	Máh-doih	mˌeɪədˈeɪaɪ
Maadiah	玛第雅	瑪第雅	Mǎdìyǎ	Máh-daih-ngáh	mˌeɪədˈaɪʌ
Maai	玛艾	瑪艾	Mǎyì	Máh-ngaaih	mˈeɪaɪ
Maalin	马阿林	馬阿林	Mǎ'ālín	Máh-a-làhm	
Maamau	马茂	馬茂	Mǎmào	Máh-mauh	
Maan	马安	馬安	Mǎ'ān	Máh-ngōn	
Maarath	玛腊	瑪臘	Mǎlà	Máh-laahp	mˈeɪɚæθ
Maarten	马尔滕	馬爾滕	Mǎ'ěrténg	Máh-yíh-tàhng	
Maarten	马腾	馬騰	Mǎténg	Máh-tàhng	
Maarten; Marten	马滕	馬滕	Mǎténg	Máh-tàhng	
Maas	马斯	馬斯	Mǎsī	Máh-sī	
Maasai	玛赛	瑪賽	Mǎsài	Máh-choi	mˈeɪəsaɪ
Maasai (language)	马赛语	馬賽語	Mǎsàiyǔ	Máh-choi-yúh	mˈeɪəsaɪ
Maasai (written language)	马赛文	馬賽文	Mǎsàiwén	Máh-choi-màhn	mˈeɪəsaɪ
Maaseiah	玛西雅	瑪西雅	Mǎxīyǎ	Máh-sāi-ngáh	mˌeɪəsˈaɪʌ
Maaske	马斯基	馬斯基	Mǎsījī	Máh-sī-gēi	
Maassen; Maaßen	马森	馬森	Mǎsēn	Máh-sām	
Maatje	玛切	瑪切	Mǎqiè	Máh-chit	
Maaz	玛斯	瑪斯	Mǎsī	Máh-sī	mˈeɪæz
Maaziah	玛西亚	瑪西亞	Mǎxīyà	Máh-sāi-nga	mˌeɪəzˈaɪʌ
Mabang Township	马蚌乡	馬蚌鄉	Mǎbàng Xiāng	Máh-póhng Hēung	
Maba (town)	马坝镇	馬壩鎮	Mǎbàzhèn	Máh-ba-jan	
Mabbett	马比特	馬比特	Mǎbǐtè	Máh-béi-dahk	
Mabbott; Mabbutt	马博特	馬博特	Mǎbótè	Máh-bok-dahk	
Mabel; Mabelle	玛贝尔	瑪貝爾	Mǎbèi'ěr	Máh-bui-yíh	
Mabel; Mable	梅布尔	梅布爾	Méibù'ěr	Mùih-bou-yíh	
Mabella	玛贝拉	瑪貝拉	Mǎbèilā	Máh-bui-lāai	
Maberly	马伯利	馬伯利	Mǎbólì	Máh-ba-leih	
Mabian (county, in Sichuan)	马边县	馬邊縣	Mǎbiān Xiàn	Máh-bīn Yún	
Mabilat	马比拉	馬比拉	Mǎbǐlā	Máh-béi-lāai	
Mabi (town)	马鼻镇	馬鼻鎮	Mǎbízhèn	Máh-beih-jan	
Mabi Township	马必乡	馬必鄉	Mǎbì Xiāng	Máh-bīt Hēung	
Mabius	马比乌斯	馬比烏斯	Mǎbǐwūsī	Máh-béi-wū-sī	
Mable	马布尔	馬布爾	Mǎbù'ěr	Máh-bou-yíh	
Mabley	马布利	馬布利	Mǎbùlì	Máh-bou-leih	
Mabry	马布里	馬布里	Mǎbùlǐ	Máh-bou-léih	
Mabu (town)	马埠镇	馬埠鎮	Mǎbùzhèn	Máh-fauh-jan	
Mabu Township	马埠乡	馬埠鄉	Mǎbù Xiāng	Máh-fauh Hēung	
Macadamia nut	夏威夷果仁	夏威夷果仁	Xiàwēiyí guǒrén	Hah-wāi-yìh gwó-yàhn	
Macafee; Mcafee	麦卡菲	麥卡菲	Màikǎfēi	Mahk-kā-fēi	
Macallen	麦卡伦	麥卡倫	Màikǎlún	Mahk-kā-lèuhn	
MacAllister; McAllister; McCalister; McCallister	麦卡利斯特	麥卡利斯特	Màikǎlìsītè	Mahk-kā-leih-sī-dahk	
Macalpine; Mcalpin	麦卡尔平	麥卡爾平	Màikǎ'ěrpíng	Mahk-kā-yíh-pìhng	
Macaluso	马卡卢索	馬卡盧索	Mǎkǎlúsuǒ	Máh-kā-lòuh-sok	
Macandrew	麦克安德鲁	麥克安德魯	Màikè'āndélǔ	Mahk-hāk-ngōn-dāk-lóuh	
Macaomiao (town)	马曹庙镇	馬曹廟鎮	Mǎcáomiàozhèn	Máh-chòuh-miuh-jan	
Macara	麦卡拉	麥卡拉	Màikǎlā	Mahk-kā-lāai	
Macarena	马卡雷纳	馬卡雷納	Mǎkǎléinà	Máh-kā-lèuih-naahp	
Macario	马卡里奥	馬卡里奧	Mǎkǎlǐ'ào	Máh-kā-léih-ou	
macaroni cheese	奶酪通心粉	奶酪通心粉	nǎilào tōngxīnfěn	náaih-lok tūng-sām-fán	
MacArthur	麦克阿瑟	麥克阿瑟	Màikè'āsè	Mahk-hāk-a-sāt	
Macartney	麦卡特尼	麥卡特尼	Màikǎtèní	Mahk-kā-dahk-nèih	
Macaskill; Mcaskill; Mccaskill	麦卡斯基尔	麥卡斯基爾	Màikǎsījī'ěr	Mahk-kā-sī-gēi-yíh	
Macauliffe	麦考利夫	麥考利夫	Màikǎolìfū	Mahk-háau-leih-fū	
Macauslan; Mcausland; Mccausland	麦考斯兰	麥考斯蘭	Màikǎosīlán	Mahk-háau-sī-làahn	
Macbain; Mcbane	麦克贝恩	麥克貝恩	Màikèbèi'ēn	Mahk-hāk-bui-yān	
Macbean	麦克比恩	麥克比恩	Màikèbǐ'ēn	Mahk-hāk-béi-yān	
Macbeth (pinyin uncertain)	马克白	馬克白	Mǎkèbó	Máh-hāk-baahk	mækbˈɛθ
Macbeth (Shakespeare play)	麦克白	麥克白	Màikèbái	Mahk-hāk-baahk	mækbˈɛθ
Macbride	麦克布赖德	麥克布賴德	Màikèbùlàidé	Mahk-hāk-bou-laaih-dāk	
Maccabee(an)	马加比	馬加比	Mǎjiābǐ	Máh-gā-béi	
2 Maccabees (apocryphal book)	玛加伯下	瑪加伯下	Mǎjiābó Xià	Máh-gā-baak Hah	
Maccabees (First Book)	玛加伯上	瑪加伯上	Mǎjiābó Shàng	Máh-gā-baak Séuhng	
Maccallum; Mccallum	麦卡勒姆	麥卡勒姆	Màikǎlèmǔ	Mahk-kā-lahk-móuh	
Maccarone	马卡罗内	馬卡羅內	Mǎkǎluónèi	Máh-kā-lòh-noih	
Maccarter	麦卡特	麥卡特	Màikǎtè	Mahk-kā-dahk	
Maccoll; Mccoll	麦科尔	麥科爾	Màikē'ěr	Mahk-fō-yíh	
Macconnell	麦康奈尔	麥康奈爾	Màikāngnài'ěr	Mahk-hōng-noih-yíh	
MacCool	麦克库尔	麥克庫爾	Màikèkù'ěr	Mahk-hāk-fu-yíh	
Maccormack	麦科马克	麥科馬克	Màikēmǎkè	Mahk-fō-máh-hāk	
Macculloch	麦卡洛克	麥卡洛克	Màikǎluòkè	Mahk-kā-lohk-hāk	
Maccurdy; Macurdy; Mccurdy	麦柯迪	麥柯迪	Màikēdí	Mahk-ō-dihk	
Maccus	麦卡斯	麥卡斯	Màikǎsī	Mahk-kā-sī	
Macdiarmid; Mcdiarmid	麦克迪尔米德	麥克迪爾米德	Màikèdí'ěrmǐdé	Mahk-hāk-dihk-yíh-máih-dāk	
Macdonald	麦克唐纳	麥克唐納	Màikètángnà	Mahk-hāk-tòhng-naahp	mækdˈɒnəld
Macdonald	麦克唐纳德	麥克唐納德	Màikètángnàdé	Mahk-hāk-tòhng-naahp-dāk	mækdˈɒnəld
MacDonald; McDonald; McDonald	麦当劳	麥當勞	Màidāngláo	Mahk-dōng-lòuh	mækdˈɒnəld
Macdonough	麦克多诺	麥克多諾	Màikèduōnuò	Mahk-hāk-dō-nohk	
Macdougall	麦克杜格尔	麥克杜格爾	Màikèdùgé'ěr	Mahk-hāk-douh-gaak-yíh	
Macduff; Mcduff	麦克达夫	麥克達夫	Màikèdáfū	Mahk-hāk-daaht-fū	
Macedo	马塞多	馬塞多	Mǎsàiduō	Máh-choi-dō	
Macedonia	马其顿	馬其頓	Mǎqídùn	Máh-kèih-deuhn	mˌæsɪdˈəʊniʌ
Macedonian (person)	马其顿人	馬其頓人	Mǎqídùnrén	Máh-kèih-deuhn-yàhn	mˌæsɪdˈəʊniən
Maceo	马塞奥	馬塞奧	Mǎsāi'ào	Máh-choi-ou	
Maceo	马赛奥	馬賽奧	Mǎsài'ào	Máh-choi-ou	
Macerata	马切拉塔	馬切拉塔	Mǎqièlātǎ	Máh-chit-lāai-taap	
MacFarlane	麦克法兰	麥克法蘭	Màikèfǎlán	Mahk-hāk-faat-làahn	
Macgillivray	麦吉利夫雷	麥吉利夫雷	Màijílìfūléi	Mahk-gāt-leih-fū-lèuih	
Mac (given name)	麦克	麥克	Màikè	Mahk-hāk	
Macgregor	麦格雷戈	麥格雷戈	Màigéléigē	Mahk-gaak-lèuih-gwō	
Macguire; Mcgwire	麦圭尔	麥圭爾	Màiguī'ěr	Mahk-gwāi-yíh	
Machado	马查多	馬查多	Mǎcháduō	Máh-chàh-dō	
Machado	马沙多	馬沙多	Mǎshāduō	Máh-sā-dō	
Machaerus	马卡鲁斯	馬卡魯斯	Mǎkǎlǔsī	Máh-kā-lóuh-sī	
Machala	马查拉	馬查拉	Mǎchálā	Máh-chàh-lāai	
Machame (language)	马切姆语	馬切姆語	Mǎqièmǔyǔ	Máh-chit-móuh-yúh	
Machame (written language)	马切姆文	馬切姆文	Mǎqièmǔwén	Máh-chit-móuh-màhn	
Machanghu (town)	马厂湖镇	馬廠湖鎮	Mǎchǎnghúzhèn	Máh-chóng-wùh-jan	
Machang (town)	马厂镇	馬廠鎮	Mǎchǎngzhèn	Máh-chóng-jan	
Machang Township	马厂乡	馬廠鄉	Mǎchǎng Xiāng	Máh-chóng Hēung	
Machang Township	马场乡	馬場鄉	Mǎchǎng Xiāng	Máh-chèuhng Hēung	
Machang Yi Miao Township	马场彝族苗族乡	馬場彞族苗族鄉	Mǎchǎng Yízú Miáozú Xiāng	Máh-chèuhng Yìh-juhk Mìuh-juhk Hēung	
Machangying (town)	马昌营镇	馬昌營鎮	Mǎchāngyíngzhèn	Máh-chēung-yìhng-jan	
Machangyuan Township	马场垣乡	馬場垣鄉	Mǎchǎngyuán Xiāng	Máh-chèuhng-wùhn Hēung	
Machell	梅切尔	梅切爾	Méiqiè'ěr	Mùih-chit-yíh	
Machelle	梅歇尔	梅歇爾	Méixiē'ěr	Mùih-hit-yíh	
Macheng (in Hubei)	麻城	麻城	Máchéng	Màh-sìhng	
Macheng (in Hubei)	麻城市	麻城市	Máchéng Shì	Màh-sìhng Síh	
Macheng (town)	马城镇	馬城鎮	Mǎchéngzhèn	Máh-sìhng-jan	
Machi	玛基	瑪基	Mǎjī	Máh-gēi	mˈeɪkhaɪ
Machi; Makhi	马基	馬基	Mǎjī	Máh-gēi	mˈeɪkhaɪ
Machiavelli	马基雅维利	馬基雅維利	Mǎjīyǎwéilì	Máh-gēi-ngáh-wàih-leih	
Machin	马希	馬希	Mǎxī	Máh-hēi	
machine bias	机器偏差	機器偏差	jīqì piānchā	gēi-hei pīn-chā	
machine (can cause) injury (on warning sign)	机械伤人	機械傷人	jīxiè shāngrén	gēi-haaih sēung-yàhn	
<comp.> machine learning	机器学习	機器學習	jīqì xuéxí	gēi-hei hohk-jaahp	
machine learning model	机器学习模型	機器學習模型	jīqì xuéxí móxíng	gēi-hei hohk-jaahp mòuh-yìhng	
machine operator	机械操作员	機械操作員	jīxiè cāozuòyuán	gēi-haaih chōu-jok-yùhn	
machine room; mechanical room	机械室	機械室	jīxièshì	gēi-haaih-sāt	
machinist	机械工	機械工	jīxiègōng	gēi-haaih-gūng	
Machiques	马奇克斯	馬奇克斯	Mǎqíkèsī	Máh-kèih-hāk-sī	
Machir	玛吉	瑪吉	Mǎjí	Máh-gāt	mˈeɪkɪə
Machir	麦奇尔	麥奇爾	Màiqí'ěr	Mahk-kèih-yíh	mˈeɪkɪə
Machlin	马克林	馬克林	Mǎkèlín	Máh-hāk-làhm	
Machmer	马赫默	馬赫默	Mǎhèmò	Máh-hāk-mahk	
Machnadebai	玛拿底拜	瑪拿底拜	Mǎnádǐbài	Máh-nàh-dái-baai	mæknˈædəbaɪ
Machol	马乔尔	馬喬爾	Mǎqiáo'ěr	Máh-kìuh-yíh	
Machpelah	麦比拉	麥比拉	Màibǐlā	Mahk-béi-lāai	mækpˈilɑ
Macht	马赫特	馬赫特	Mǎhètè	Máh-hāk-dahk	
Machuan River	麻川河	麻川河	Máchuān Hé	Màh-chyūn Hòh	
Machuca	马丘卡	馬丘卡	Mǎqiūkǎ	Máh-yāu-kā	
Machum	马彻姆	馬徹姆	Mǎchèmǔ	Máh-chit-móuh	
Machu Picchu	马丘比丘	馬丘比丘	Mǎqiū Bǐqiū	Máh-yāu Béi-yāu	
Machín	马钦	馬欽	Mǎqīn	Máh-yām	
Macia	马西亚	馬西亞	Mǎxīyà	Máh-sāi-nga	
Macias	马西亚斯	馬西亞斯	Mǎxīyàsī	Máh-sāi-nga-sī	
Maciej	马切伊	馬切伊	Mǎqièyī	Máh-chit-yī	
Maciejewska	马切耶夫斯卡	馬切耶夫斯卡	Mǎqièyēfūsīkǎ	Máh-chit-yèh-fū-sī-kā	
Maciejewski; Maciejowski	马切耶夫斯基	馬切耶夫斯基	Mǎqièyēfūsījī	Máh-chit-yèh-fū-sī-gēi	
Macindoe; Mcindoe	麦金杜	麥金杜	Màijīndù	Mahk-gām-douh	
Macivor; Mciver; Mcivor; Mckeever	麦基弗	麥基弗	Màijīfú	Mahk-gēi-fāt	
Mack	梅克	梅克	Méikè	Mùih-hāk	
Mackellar	麦凯勒	麥凱勒	Màikǎilè	Mahk-hói-lahk	
Macken	马肯	馬肯	Mǎkěn	Máh-háng	
Mackendrick; Mckendrick	麦肯德里克	麥肯德里克	Màikěndélǐkè	Mahk-háng-dāk-léuih-hāk	
Mackensen	麦肯森	麥肯森	Màikěnsēn	Mahk-háng-sām	
Mackenzie	玛肯齐	瑪肯齊	Mǎkěnqí	Máh-háng-chàih	
Mackenzie	马更些	馬更些	Mǎgēngxiē	Máh-gang-sē	
Mackesey; Mckessy	麦克西	麥克西	Màikèxī	Mahk-hāk-sāi	
